Date,Hour,Latitude,Longitude,Magnitude,Depth,Location,Area
2020/04/06,23:06:58,38.4145,39.2392,1.9,8.8,Elazığ,Doğu Anadolu Bölgesi
2020/04/06,22:54:40,38.4763,39.4178,0.9,17.5,Elazığ,Doğu Anadolu Bölgesi
2020/04/06,22:52:03,38.4605,39.4127,1.7,14.8,Elazığ,Doğu Anadolu Bölgesi
2020/04/06,22:46:25,38.4140,39.1970,1.7,15.9,Elazığ,Doğu Anadolu Bölgesi
2020/04/06,22:34:03,39.1580,27.7588,1.4,9.1,Manisa,Ege Bölgesi
2020/04/06,22:30:30,39.1043,27.7278,2.0,17.0,Manisa,Ege Bölgesi
2020/04/06,21:38:16,38.8600,27.8910,1.6,12.6,Manisa,Ege Bölgesi
2020/04/06,21:11:36,38.5038,39.3132,1.3,15.9,Elazığ,Doğu Anadolu Bölgesi
2020/04/06,20:41:15,37.6898,37.4407,1.8,12.9,Kahramanmaraş,Akdeniz Bölgesi
2020/04/06,20:34:16,35.7855,28.2147,2.3,5.0,Mersin,Akdeniz Bölgesi
2020/04/06,19:57:18,37.2063,27.7873,1.2,18.7,Muğla,Ege Bölgesi
2020/04/06,19:07:59,39.1805,27.8062,1.7,0.0,Manisa,Ege Bölgesi
2020/04/06,18:26:53,39.0195,27.8400,1.3,9.6,Manisa,Ege Bölgesi
2020/04/06,17:35:54,39.1152,27.7822,2.4,11.7,Manisa,Ege Bölgesi
2020/04/06,16:43:32,38.3977,38.8760,2.0,5.0,Elazığ,Doğu Anadolu Bölgesi
2020/04/06,16:32:55,39.1258,27.7600,1.7,5.0,Manisa,Ege Bölgesi
2020/04/06,16:20:53,38.9927,27.8852,1.5,2.7,Manisa,Ege Bölgesi
2020/04/06,16:06:57,39.1867,27.7867,1.9,5.0,Manisa,Ege Bölgesi
2020/04/06,14:11:48,38.9597,27.8868,1.3,5.3,Manisa,Ege Bölgesi
2020/04/06,14:11:18,38.9892,27.8345,2.5,10.7,Manisa,Ege Bölgesi
2020/04/06,13:27:59,38.9978,27.8352,1.1,15.0,Manisa,Ege Bölgesi
2020/04/06,13:24:50,38.9562,27.8345,2.1,20.3,Manisa,Ege Bölgesi
2020/04/06,13:16:06,37.2957,37.2940,1.1,0.0,Gaziantep,Güneydoğu Anadolu Bölgesi
2020/04/06,13:04:10,39.7290,28.7318,1.6,26.5,Bursa,Marmara Bölgesi
2020/04/06,12:49:34,37.3255,35.9630,1.3,4.6,Osmaniye,Akdeniz Bölgesi
2020/04/06,12:42:33,38.7532,40.1535,1.7,9.1,Elazığ,Doğu Anadolu Bölgesi
2020/04/06,12:35:29,39.3565,38.1705,1.7,2.3,Sivas,İç Anadolu Bölgesi
2020/04/06,12:05:38,39.0548,27.8170,1.6,8.2,Manisa,Ege Bölgesi
2020/04/06,11:41:45,36.2743,33.7013,1.2,0.0,Mersin,Akdeniz Bölgesi
2020/04/06,11:19:11,38.2990,38.8723,1.8,14.1,Malatya,Doğu Anadolu Bölgesi
2020/04/06,10:26:50,37.7418,38.5712,1.4,6.2,Adıyaman,Güneydoğu Anadolu Bölgesi
2020/04/06,10:25:36,38.1305,28.1865,1.4,17.1,İzmir,Ege Bölgesi
2020/04/06,10:20:49,38.4733,39.2977,1.6,17.7,Elazığ,Doğu Anadolu Bölgesi
2020/04/06,10:01:02,38.5257,39.4017,1.9,13.9,Elazığ,Doğu Anadolu Bölgesi
2020/04/06,09:54:02,38.9152,27.8277,1.5,4.4,Manisa,Ege Bölgesi
2020/04/06,09:18:13,37.2695,28.0057,1.7,0.0,Muğla,Ege Bölgesi
2020/04/06,09:05:27,39.9085,40.6823,1.9,1.9,Erzurum,Doğu Anadolu Bölgesi
2020/04/06,09:03:05,39.0073,27.8652,1.0,9.4,Manisa,Ege Bölgesi
2020/04/06,07:20:13,38.3937,39.0887,2.3,8.2,Elazığ,Doğu Anadolu Bölgesi
2020/04/06,06:26:12,39.0337,27.8772,2.1,11.9,Manisa,Ege Bölgesi
2020/04/06,04:54:02,39.1130,27.7570,1.9,7.3,Manisa,Ege Bölgesi
2020/04/06,04:11:41,38.3382,38.8360,2.6,3.6,Malatya,Doğu Anadolu Bölgesi
2020/04/06,04:06:24,38.3627,38.8207,1.6,4.3,Malatya,Doğu Anadolu Bölgesi
2020/04/06,03:53:41,38.7518,33.5528,1.5,3.7,Ankara,İç Anadolu Bölgesi
2020/04/06,01:49:56,40.1740,31.7645,2.4,7.0,Ankara,İç Anadolu Bölgesi
2020/04/06,01:23:05,39.0997,27.7180,1.7,7.4,Manisa,Ege Bölgesi
2020/04/06,00:44:28,38.7985,27.7352,2.1,14.8,Manisa,Ege Bölgesi
2020/04/06,00:21:14,38.5115,39.3250,1.7,16.7,Elazığ,Doğu Anadolu Bölgesi
